d4, i0 i1, p2 p2, g3
d1646, , p1641 p1642, g1643 g1644 g776 g483 g1645
d1647, , p161, 
d1648, , p161, 
d1649, , p161, 
d1650, i537, , 
d1651, , p161, 
d1652, , p161, 
d1653, , p161, 
d1654, , p161, 
d1655, , p161, 
d1656, , p161 p82, 
d1657, , p161, 
d1658, i537, , 
d1659, , p161, 
d1660, , p161, 
d1661, i86, , 
d1662, , p161, 
d1663, , p161, 
d1664, , p161 p82, 
d1665, i537, , 
d1667, i572, p1666, 
d1668, i572, p1666, 
d1669, i475, , 
d1670, , p161, 
d1671, , p161, 
d1672, i157, , 
d1673, i572, p1666, 
d1674, i572, p1666, 
d1675, i475, , 
d1676, , p161, 
d1677, , p161, 
d1678, i157, , 
d1679, i572, p1666, 
d1680, i475, , 
d1681, , p161, 
d1682, , p161, 
d1683, i157, , 
d1684, i572, p1666, 
d1685, i475, , 
d1686, , p161, 
d1687, , p161, 
d1688, i157, , 
d1689, , p161, 
d1690, , p161, 
d1691, i157, , 
d1692, , p161, 
d1693, , p161, 
d1694, i157, , 
d1696, i1695, , 
d1697, i1695, , 
d1698, i157, , 
d1699, i157, , 
d1700, i1695, , 
d1701, i1695, , 
d1702, i157, , 
d1703, i157, , 
d1704, i157, , 
d1705, i157, , 
d1706, i157, , 
d1707, , p77, g402 g52 g22 g79 g1378 g375
d1708, , p87, g22
d1709, , p106, g79
d1710, i288, p82, 
d1711, i157, , g20 g45
d1712, i1, p26, 
d1713, i554, p87, g79
d1714, , p87, 
d1715, i1519, p17, g538 g1378
d1716, , p87, 
d1719, , p77, g1717 g1718 g100
d1720, i288, p82, 
d1721, , p198, g445 g3
d1724, , p26, g1722 g1723 g54
d1726, i1725 i897, p183, 
d1727, , p240, 
d1729, i1728, , g806
d1733, i1730, p1731, g1732
d1734, i1730, p1096, g1732
d1735, i1730, p1096, 
d1736, i1730, p1096, 
d1737, i1730, p1096, 
d1738, i1730, p1096 p279, g1732 g210
d1739, i1730, p1096, g45 g1291 g1732
d1740, i1730, p1096 p316, g1732 g1291
d1743, i1741, p1642 p1742 p344, 
d1744, i897, p898, 
d1745, i0 i897, p2, g839 g3 g1265
d1746, i0 i897, p315 p2, g1076
d1748, i0, p2 p1747, g603
d1749, i0 i897, p2, g1076
d1750, i0 i897, p2, g1076
d1751, i0, p26 p1747 p2, g901 g79 g318 g298
d1752, i0, p26 p1747 p2, g318 g901
d1753, i0, p26 p1747 p2, g52 g318 g616
d1754, i0, p26 p1747 p2, 
d1755, i0, p2 p1747, g899 g3
d1756, i0, p2 p1747, g603
d1758, i0, p2 p1747, g1757 g774
d1760, i0, p2 p1747, g1759
d1761, i0 i897, p26 p2, g899 g3
d1762, i0, p2 p1747, 
d1763, i0, p2 p1747, g899 g3
d1764, i0, p2 p1747, 
d1765, i0, p2 p1747, g609
d1768, i0, p2 p1747, g1766 g1757 g1767
d1770, i0 i897, p26 p2, g899 g3 g380 g158 g1769 g1076
d1774, i0 i1087 i186 i897 i1771, p26 p2 p1157, g1772 g1773
d1775, i0, p2 p1747, 
d1776, i0, p2 p1747, g899 g3
d1777, i0, p2 p1747, g603
d1778, i0, p2 p1747, g899 g3
d1779, i897, p898, g1759
d1780, i897, p898, 
d1783, i1781, p1782, g707 g1172
d1784, i0 i897, p2, g839 g3 g1265
d1785, i0 i897, p2, g839 g3 g1265
d1786, i0 i897, p2, g839 g3 g1265
d1788, i1519 i897, p1787 p17, 
d1789, i1 i897, p2, 
d1790, i182, p29, 
d1793, i1791, p161, g1792 g79
d1794, i1523, p161, g1792 g298
d1795, i1523, p161, g52 g616
d1797, i1796, p161, g1792
d1799, i1798, p161, 
d1800, i182, p183 p29, g24
d1802, i1801, p183, g24
d1803, i1087 i1088, p2, 
d1804, i1087 i1088, p2, 
d1805, i1087 i1088, p2, 
d1806, i360, p183, 
d1808, i1807, p231, 
d1809, , p87, 
d1810, , , g807 g599 g20 g451
d1812, , p161, g1811
d1813, , , g14 g180 g38
d1814, , p161, g132
d1815, , p77, 
d1816, , p161, 
d1817, , p26 p198, 
d1820, , p77, g1024 g707 g52 g1818 g36 g199 g37 g263 g485 g1819 g551
d1821, , p87, 
d1822, i1098 i537, p161 p106, g118 g403
d1824, , p1117 p26, g75 g180 g1823 g770 g158 g253 g90
d1826, i1825, , g1325 g1265
d1827, , p161, 
d1828, , p26, g451 g552
d1831, i646, , g90 g1829 g1830 g22 g20
d1832, i157, , 
d1834, , , g95 g429 g47 g566 g13 g45 g1833
d1835, i175, , g180
d1838, , , g413 g24 g180 g1109 g1836 g487 g1108 g1837 g38
d1839, i579, , g38
d1840, , , g52 g75
d1841, i1198, p26, 
d1842, i103, , g1325 g1819 g659 g402 g707
d1843, , p161, 
d1844, , p29, g491 g494
d1845, , p198, 
d1846, , p26, 
d1848, i1847, , 
d1851, , , g36 g1849 g1850
d1853, , , g1852
d1855, , , g1854
d1857, i114, p8, g1856 g1204
d1859, , p8 p1858, g451 g552
d1860, , p87, g79
d1862, i1861, , g901
d1865, i123, , g1863 g403 g1864
d1866, , p87, 
d1867, , p77, 
d1869, i175, , g1868
d1870, , p104, 
d1872, i182, p1871, g100 g79 g318
d1873, i1537, p87, g312
d1876, i1874, p8 p1875, 
d1877, , , g36 g1265
d1878, , p77, 
d1881, , p435 p31, g1879 g1880 g20 g3 g1316 g1026 g1732 g1614 g1042 g1613
d1882, , p87, g718
d1883, , p77, g770
d1884, , , g1265
d1885, , p104, 
d1886, , , g402
d1887, , p104, 
d1888, , p8, g602 g1170 g22 g75 g375
d1889, i1535, p1117, 
d1890, , p104, g521
d1891, , p161, 
d1892, , p161, 
d1893, , p104, g38
d1894, i19, p8, g1108 g38
d1895, , p161, 
d1896, i175, p161 p26, 
d1897, , p26, 
d1898, , p104, 
d1899, i288, p82, g45
d1900, , p161 p82, 
d1901, , p161, 
d1902, , , g22
d1903, i572, , g1108 g38
d1904, , p77, 
d1905, i1098, , g45 g763 g75
d1907, , , g1906 g132 g562 g350
d1908, , p104, g375 g22 g45
d1911, , p26 p435, g542 g1909 g1910
d1912, i646, , g22
d1913, , p161 p26, 
d1914, i84, , 
d1915, , p894, g1265 g318
d1917, i175, p161, g1916 g60
d1919, , p161, g527 g521 g1918
d1920, i175, , 
d1921, i589, , 
d1922, i572, p356, g52 g100
d1923, i646, , g432
d1924, i589, p161, 
d1925, i175, , g1916 g60 g793
d1926, , p87, g312 g430
d1927, i1537, , 
d1928, i175, p161, g765
d1929, , p77, g38
d1931, , p77, g1930 g1108 g402 g659
d1932, , p77, 
d1933, , p161, g95
d1934, i175, , g95 g402 g312 g429
d1936, , p87, g1930 g1935 g1108 g38
d1937, , p77, 
d1939, i1537, , g1938
d1940, , , g413
d1941, , , g20
d1942, , p104, 
d1944, i1943, p8, 
d1945, , p87, 
d1946, , p26, 
d1948, i1947, p104, 
d1949, , p104, 
d1950, , p124 p112, 
d1951, i354, p240, 
d1952, , p26, 
d1953, , p1858 p82, g538
d1956, i572, p209 p1954 p198, g573 g1823 g54 g1955
d1957, , p82, 
d1958, i540, , 
d1959, i175, , 
d1960, i175, , 
d1961, i175, , 
d1963, i372, p1962, g1918
d1964, , p17, 
d1966, i1965, p894, g521 g91
d1968, , p1967, g22
d1969, , , g90 g20
d1970, , p77, 
d1971, , p77, g413
d1972, i65, , 
d1973, i1349, , 
d1974, i1200, p26, 
d1976, i1975, p26 p1029, 
d1977, , , g432 g429
d1978, , p161, 
d1979, , p77, 
d1981, i182, p87, g78 g1980 g298
d1982, i84, p161, g1170
d1984, , , g1320 g1983
d1985, i84, p161, g1332
d1986, i84, p161, g1332
d1987, i84, p435, 
d1988, i84, p161, g1170
d1992, , , g1243 g1989 g22 g1990 g1991
d1995, , , g1645 g431 g1993 g432 g1994 g451
d1997, , p356, g1996 g350
d1998, , p29 p77, 
d2000, , p77, g284 g1999 g91 g1225
d2002, i2001, p356, g602 g440
d2003, , p26 p701, g400 g52 g22 g609 g602 g79
d2005, i2004, p240, 
d2006, , , g298 g763 g770
d2007, i421, p356, g20
d2009, , p583 p106, g2008
d2010, i175, p435, g24
d2011, , p87, g793
d2012, , p26, 
d2013, , p356, g584
d2014, , p356, g584
d2015, , p435 p82, g2008
d2016, i157, p8, 
d2018, i1359, p2017 p106, 
d2020, i2019, p26 p106, g400 g22
d2021, i1359, p2017, g180
d2023, i2022, p82, 
d2024, i572, p356, g400
d2025, , p8, 
d2027, , p326, g806 g707 g2026
d2032, i537, p583 p1200 p82, g2028 g1563 g498 g2029 g1333 g444 g1564 g2030 g1138 g312 g2031
d2035, , , g1717 g100 g2033 g574 g52 g199 g793 g2034
d2036, i1342, p87, g131 g402 g173 g451
d2038, i461, p26 p2037, 
d2039, i65, p26, 
d2041, i175, p8 p279, g52 g901 g2040 g616
d2042, , p43, g100 g901
d2043, i128, , 
d2045, , p26, g400 g402 g100 g659 g403 g2044
d2048, , p2, g2046 g2047
d2049, , p43, 
d2050, i469, p89, g52 g1378 g616
d2054, , p2051, g2052 g2053 g22
d2056, i382, p26 p2051, g10 g131 g263 g729 g552 g2055 g515
d2057, , p8, 
d2058, , p8, 
d2059, , p8, 
d2060, , p8, 
d2061, , p8, 
d2062, i1847, , 
d2063, , p26 p82, g470 g1991
d2064, , p77, 
d2065, , p26, 
d2067, i288 i288, p82, g2066
d2069, , p26 p2068 p636 p82, 
d2070, i288, p2017 p82, g45
d2071, i572, p1954 p209, g79
d2072, i65, p26, 
d2073, i1087, p26 p70, 
d2075, i157 i2074 i303, p26, g90 g573 g20
d2076, , p43, 
d2078, , p26, g2077
d2079, i572, , 
d2080, i65, p26, g1378
d2082, i461, , g2081 g2040
d2083, , p8, 
d2084, , p8, 
d2085, , p8, 
d2086, , p8, 
d2087, , p8, 
d2088, , p8, 
d2089, i65, , 
d2090, , p356, 
d2092, i2091, , g22
d2093, i406, p26, g943
d2095, , , g2094
d2096, i406, p2, g312 g498
d2097, , p26 p231, g1204
d2100, i2098, p26, g2099
d2102, , p2101, g22 g45
d2104, , p26, g2103
d2105, i1098, p106 p2, g330
d2106, , , g379 g470 g210 g403
d2107, , , g20
d2108, , p26, g1204
d2109, , p26, 
d2110, i406, , g379
d2111, i288, , g763
d2112, , p87, 
d2115, , , g1187 g2113 g2114 g515
d2116, , , g1187 g2113 g2114 g515
d2117, i1485, , g400 g79
d2118, i382, , g38
d2121, , p2119 p2120, 
d2126, i572, p82, g2122 g298 g2123 g2124 g79 g2125
d2127, i65, , 
d2128, i1861, p26, g75
d2129, i461, p26 p2037, 
d2130, i1140, p796 p308 p82, 
d2131, i374, , 
d2133, i2132, , g79
d2136, i2134, p2135, g602 g941 g24 g22
d2137, , p356 p1236, 
d2138, , p77, g210
d2139, i1695, p356, g22
d2140, , p43, g121
d2145, , p8, g552 g2141 g2142 g1204 g488 g2143 g2144
d2146, , p240, 
d2147, , p26 p89, 
d2148, , p240, 
d2149, , p583 p240, 
d2150, , , g1378
d2151, , , g605 g24 g79
d2152, , , g36 g45
d2156, , , g2153 g574 g2154 g2155 g38
d2157, , p82, 
d2158, i1153, , 
d2160, , , g1645 g2159 g263
d2163, , , g2161 g2159 g2162 g1645 g263 g1243 g22
d2164, , , g2161 g2159 g2162 g1645 g263 g1243 g22
d2165, , , g2161 g2159 g2162 g1645 g263 g1243 g22
d2166, , , g2161 g2159 g2162 g1645 g263 g1243 g22
d2167, , , g451
d2168, , p161, 
d2169, , p77, g395
d2170, , p26 p8, 
d2171, , p308, g440 g312
d2172, , , g90 g20
d2173, , , g90 g20
d2174, , , g90 g20
d2175, , , g90 g20
d2176, , , g90 g20
d2177, , , g90 g20
d2178, , , g90 g20
d2179, , , g90 g20
d2180, , , g90 g20
d2185, , , g2181 g2182 g95 g2183 g2184
d2186, , , g95 g723 g722 g2183 g2184 g1849
d2187, i392, p26, 
d2188, i6 i288, p26 p8 p82, g1792 g521
d2189, , p77, 
d2190, , , g574 g1723 g38
d2191, , p26, g413
d2198, i16, p106, g330 g2192 g2193 g178 g2194 g2195 g1836 g2196 g2197
d2199, , , g395
d2200, , p26, g180
d2201, , p26, g180
d2203, , , g2202 g38
d2204, , , g38
d2207, i2205 i2206, p183, 
d2208, i1, p2, 
d2210, i1460 i1087 i1450, p2, g2209
d2211, i1460 i1450, p2, g838
d2212, i1460 i1450, p2, 
d2213, i1460 i1087 i1450, p26 p2, g2209
d2214, i1460 i1087 i1450, p26 p2, g2209
d2215, i1460 i1087 i1450, p26 p2, 
d2216, i1460 i1087 i1450, p26 p2, 
d2217, i1460 i1087 i1450, p26 p2, g2209
d2218, i1460 i1087 i1450, p26 p2, g838
d2219, i1450, p2, g838
d2220, i1460 i1087 i1450, p26 p2, 
d2221, i1460 i1087 i1450, p26 p2, 
d2222, i1460 i1087 i1450, p316 p2 p26, 
d2227, i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2228, i1460 i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2229, i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2230, i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2231, i1460 i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2232, i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2233, i1450, p2, g921 g2226
d2234, i1450, p2, g921 g2226
d2235, i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2236, i1460 i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2237, i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2238, i1450, p2, g2223 g2224 g192 g2225 g235 g943 g2226
d2239, i1450, p2, g921 g2226
d2240, i1450, p2, g921 g2226
d2241, i1450, p2, 
d2242, i1450, p2, 
d2243, i1450, p2, 
d2244, i1450, p2, 
d2245, i1450, p2, 
d2246, i1450, p2, 
d2247, i1450, p2, 
d2248, i1450, p2, 
d2249, i1450, p2, 
d2250, i1460 i1087 i1450, p26 p2, g838
d2251, i1460 i1087 i1450, p26 p2, 
d2252, i1450, p2, g921 g2226
d2253, i0, p2, 
d2254, i0, p2, 
d2255, i0, p2, 
d2256, i0, p2, g899
d2257, i0, p2, g901
d2258, i0, p2, 
d2259, i0, p2, 
d2260, i0, p2, g298
d2261, i0, p2, 
d2262, i0, p2, 
d2263, i0, p2, 
d2264, i0, p2, 
d2265, i0, p2, 
d2266, i0, p2, 
d2267, i0, p2, 
d2268, i0, p2, 
d2269, i0, p2, 
d2270, i0, p2, 
d2271, i0, p2, 
d2272, i0, p2, 
d2273, i0, p2, 
d2274, i0, p2, 
d2275, i0, p2, 
d2276, i0, p2, 
d2277, i0, p2, 
d2278, i0, p2, g899
d2279, i0, p2, g318 g901
d2280, i0, p2, 
d2281, i0, p2, 
d2282, i0, p2, g298
d2283, i0, p2, 
d2284, i0, p2, 
d2285, , p87 p2, 
d2286, i1, p2 p2, 
d2287, , , g261 g1304
d2290, , , g395 g2288 g2289 g1918
d2291, , , g395 g2288 g2289 g1918
d2292, , , g395 g2288 g2289 g1918
d2293, , p104, 
d2296, i2294, p2295, 
d2297, i2294, p2295, 
d2298, i2294, p2295, 
d2299, i2294, p2295, 
d2300, i2294, p2295, 
d2301, i2294, p2295, 
d2302, i2294, p2295, 
d2303, i2294, p2295, 
d2304, i2294, p26 p2295, g20
d2306, i2305, p26 p2295, 
d2307, i2294, p26 p2295, g20
d2311, i2308, p2309 p2310, 
d2312, i2308, p2309 p2310, 
d2314, i2313, p2309 p2310, 
d2315, i2308, p2309 p2310, 
d2317, i2316, p1091, 
d2320, i2318, p2319, 
d2321, i2318, p761, 
d2323, i2318, p2322, 
d2325, i2316, p2324, 
d2326, i2318, p2322, 
d2327, i2318, p2322, 
d2328, i2318, p2322, 
d2329, i2318, p761, 
d2330, i2318, p2319, 
d2331, i2316, p1093, 
d2332, i2316, p2324, 
d2333, i2318, p2319, 
d2335, i2318, p2334, 
d2337, i2336, p2336, 
d2338, i2318, p761, 
d2339, i2318, p2322, 
d2340, i2316, p1093, 
d2341, i2316, p2324, 
d2342, i2316, p2324, 
d2343, i2318, p2322, 
d2344, i2318, p2319, 
d2345, i2318, p2334, 
d2346, i2318, p2319, 
d2347, i2316, p1093, 
d2348, i2316, p2324, 
d2349, i2318, p761, 
d2350, i2318, p761, 
d2351, i2336, p2336, 
d2352, i2318, p2319, 
d2353, i2316, p1093, 
d2354, i2318, p2309 p2319, g20 g45
d2355, i2316, p1091, 
d2356, i2336, p2336, 
d2357, i2318, p2322, 
d2358, i2318, p761, 
d2359, i2316, p2324, 
d2360, i2336, p2336, 
d2361, i2318, p761, 
d2362, i2316, p1091, 
d2363, i2316, p1093, 
d2364, i2336, p2336, 
d2365, i2336, p2336, 
d2366, i2313, p2310, g22
d2367, i2313, p2310, g22
d2368, i2313, p2310, g22
d2369, i2313, p2310, g22
d2370, i2308, p2310, g22
d2371, i2308, p2310, g22
d2372, i2313, p2310, g22
d2373, i2308, p2310, g22
d2374, i2308, p2310, g22
d2375, i2313, p2310, g22
d2376, i2308, p2310, g20
d2377, i2308, p2310, g20
d2378, i2313, p2310, g20
d2379, i2313, p2310, g20
d2380, i2313, p2310, g20
d2381, i2313, p2310, g20
d2382, i2313, p2310, g20
d2383, i2313, p2310, g20
d2384, i2313, p2310, g20
d2385, i2308, p2310, g20
d2386, i2313, p2310, g20
d2387, i2308, p2310, g20
d2388, i2308, p2310, g20
d2389, i2308, p2310, g20
d2390, i2308, p2310, g20
d2391, i2313, p2310, g20
d2392, i2308, p2310, g20
d2393, i2313, p2310, g20
d2394, i2308, p2309 p2310, 
d2395, i2313, p2309 p2310, 
d2396, i2313, p2309 p2310, 
d2397, i2308, p2309 p2310, 
d2398, i2313, p2309 p2310, 
d2399, i2308, p2309 p2310, 
d2400, i2313, p2309 p2310, 
d2401, i2313, p2309 p2310, 
d2402, i2313, p2310, g20
d2403, i2308, p2310, g20
d2404, i2313, p2310, g20
d2405, i2313, p2310, g20
d2406, i2313, p2310, g20
d2407, i2313, p2310, g20
d2408, i2313, p2310, g20
d2409, i2313, p2310, g20
d2410, i2308, p2310, g20
d2411, i2308, p2310, 
d2412, i2313, p2310, g20
d2413, i2308, p2310, g20
d2414, i2308, p2310, g20
d2415, i2313, p2310, g20
d2416, i2313, p2310, g20
d2417, i2313, p2310, g20
d2418, i2308, p2310, g20
d2419, i2308, p2310, g20
d2420, i2308, p2310, g20
d2421, i2313, p2310, g20
d2422, i2313, p2310, g20
d2423, i2308, p2310, g20
d2424, i2308, p2310, g20
d2425, i2308, p2310, g20
d2426, i2308, p2310, g20
d2427, i2308, p2310, g20
d2428, i2313, p2310, g20
d2429, i2313, p2310, g20
d2430, i2313, p2310, g20
d2431, i2308, p2310, g20
d2432, i2313, p2310, g20
d2433, i2308, p2310, g20
d2434, i2313, p2310, g20
d2435, i2313, p2310, g20
d2436, i2308, p2310, g20
d2437, i2308, p2310, g20
d2438, i2308, p2310, g20
d2439, i2313, p2310, g20
d2440, i2313, p2310, g20
d2441, i2313, p2310, g20
d2442, i2308, p2310, g20
d2443, i2308, p2310, g20
d2444, i2313, p2310, g20
d2445, i2313, p2310, g20
d2446, i2313, p2310, g20
d2447, i2313, p2310, g20
d2448, i2313, p2310, g20
d2449, i2308, p2310, g20
d2450, i2313, p2310, g20
d2451, i2313, p2310, g20
d2452, i2313, p2309 p2310, 
d2453, i2308, p2309 p2310, 
d2454, i2308, p2309 p2310, 
d2455, i2308, p2309 p2310, 
d2456, i2308, p2310, 
d2457, i2308, p2310, 
d2458, i2308, p2310, 
d2459, i2308, p2310, 
d2460, i2308, p2310, 
d2461, i2308, p2310, 
d2462, i2308, p2310, 
d2463, i2308, p2310, 
d2464, i2308, p2310, 
d2465, i2308, p2310, 
d2466, i2308, p2310, 
d2467, i2308, p2310, 
d2468, i2308, p2310, 
d2469, i2308, p2310, 
d2470, i2308, p2310, 
d2471, i2308, p2310, 
d2472, i2308, p2310, 
d2473, i2308, p2310, 
d2474, i2308, p2310, 
d2475, i2308, p2310, 
d2476, i2308, p2310, 
d2477, i2308, p2310, 
d2478, i2308, p2310, 
d2479, i2308, p2310, 
d2480, i2308, p2310, 
d2481, i2308, p2310, 
d2482, i2308, p2310, 
d2483, i2308, p2310, 
d2484, i2308, p2310, 
d2485, i2308, p2310, 
d2486, i2308, p2310, 
d2487, i2308, p2310, 
d2488, i2308, p2310, 
d2489, i2308, p2310, 
d2490, i2308, p2310, 
d2491, i2308, p2310, 
d2492, i2308, p2310, 
d2493, i2308, p2310, 
d2494, i2308, p2310, 
d2495, i2308, p2310, 
d2496, i2308, p2310, 
d2497, i2308, p2310, 
d2498, i2308, p2310, 
d2500, , , g2499
d2501, , , g432 g132 g95
d2502, i1791, p161, g563 g71
d2504, , , g2503 g430
d2505, , , g1906 g2503 g430 g566
d2507, , , g2506
d2509, , , g2508 g173
d2510, , , g45
d2511, i259, p8, 
d2513, i259, p209 p8, g2512
d2514, , , g1515
d2515, , , g400 g52 g45
d2517, i2516, p1628, 
d2518, , p77, g660 g173
d2519, , p77, 
d2520, , p82, g22 g1243
d2521, i288, , 
d2523, i469, , g2522 g20
d2525, i2524, p8, g2154
d2526, , p8, g2154
d2527, i1309, p8, 
d2528, , , g2154
d2529, i2524, p8, 
d2530, , , g284 g1991
d2531, , , g22 g1243
d2532, , , g284 g1991
d2533, i2524, p8, g2154
d2534, i579, p8, g2154
d2535, i2524, p8, 
d2536, , p8, g2154
d2537, i2524, p8, 
d2538, i2524, p8, g2154
d2539, i182, p8, 
d2540, i572, p1954 p8, g178 g402
d2541, i572, p1029 p8, g757 g833 g22 g2506 g36 g1103 g90
d2542, i579, p8, 
d2543, i374, p8, 
d2544, i374, p8, 
d2545, i374, p8, 
d2546, i572, p8, 
d2547, i572, p26 p8, 
d2548, i572, p8, 
d2549, i572, p8, 
d2550, i572, p26 p8, 
d2551, i572, p8, 
d2552, i572, p8, 
d2553, i572, p8, g178
d2554, i572, p8, 
d2555, i572, p8, 
d2556, i572, , 
d2557, i572, p8, 
d2558, i572, p8, 
d2559, i572, p8, 
d2560, i572, p8, 
d2561, i572, p8, 
d2562, i572, p26 p8, 
d2563, i572, p8, 
d2564, i572, p8, 
d2565, i572, p8, 
d2566, i572, , 
d2567, i572, p8, g2155 g757 g1103
d2568, , , g2154
d2569, , p8, g2154
d2570, , p8, g2154
d2571, i65, , g846 g757
d2573, i2572, p230, g846 g757
d2574, i1409, , 
d2575, , , g901
d2576, , , g659 g402 g2508
d2577, , p26, g100 g380
d2578, , p26, 
d2579, , p26, 
d2584, i2580, p8 p82, g2581 g729 g2582 g552 g451 g2583
d2585, , , g413
d2587, , , g2586
d2589, , , g2588 g14 g763 g210 g263
d2591, , p2590, 
d2594, , p2592, g1996 g722 g71 g763 g2593
d2595, i157 i2074 i303, p26, g90 g573 g20
d2596, , p26, 
d2597, , , g793 g79 g210
d2602, i2598, p26 p701, g2599 g2600 g2601 g1265
d2603, , p26, g20
d2604, , p26, 
d2605, i406, p26, g943
d2607, i2606, , g2094
d2608, i66, p17, 
d2610, i66, p17 p106, g2609
d2612, , , g1102 g2611 g1204 g20 g22
d2613, , p26, g90 g199 g52 g2601
d2614, , , g573 g20
d2615, i157, p1310, 
d2618, i2616, p2617, g45 g253
d2620, , p89, g1792 g2619
d2621, i2598, p26 p701, g2600 g793 g1265 g834
d2630, , p26, g2622 g2623 g2624 g2625 g2626 g20 g2627 g2628 g158 g2629
d2631, , , g36 g573 g2506 g20 g3 g54
d2633, , , g2632 g1025
d2634, i472, p8 p82, 
d2635, , p1236, 
d2637, , , g2636 g446
d2638, , , g573 g20
d2639, , , g776 g515
d2642, i65, p26 p1264 p2 p2640 p2 p32, g2641
d2643, i65, p26 p1264 p2 p2640 p2 p32, g2641
d2644, i65, p26 p1264 p2 p2640 p2 p32, g2641
d2646, i65, p26 p1264 p2 p2640 p2 p32, g2645
d2648, i2647, p26 p1264 p2 p2640 p2 p32, 
d2649, , , g100 g901
d2650, , , g100
d2651, , , g100
d2652, i175, , g100 g901
d2653, , , g100
d2655, i1359 i1771, p26 p2017, g79 g2654
d2656, , , g199 g52 g79 g298
d2657, , p894, 
d2658, , p43, g79
d2659, , , g100 g901
d2660, , , g100 g901
d2661, , , g100 g901
d2662, , , g100 g901
d2664, i2663, p26 p1167, 
d2665, i259, p26, g38
d2666, i1861, , g24
d2667, , p8, g52 g20
d2668, , p26 p89, 
d2669, , p26 p701, 
d2670, , p26, 
d2671, , p1521 p356, g1265
d2673, i2672, p87, g776
d2674, i2598, , g1879
d2675, , , g20
d2677, i421, p230 p8, g1024 g2676
d2678, , p29 p77, g22 g1243
d2679, , p161, 
d2680, , , g584 g22
d2681, , , g584
d2682, , p356, 
d2683, , p26, 
d2684, , p106, g108
d2685, , p106, g108
d2688, i2686, p2687, 
d2689, , , g488
d2691, i2690, p608, 
d2692, i1791, , 
d2693, , , g173
d2694, i1965, p583, 
d2695, , p435 p29, 
d2696, , p435 p29, 
d2697, , p435 p29, 
d2698, , p106, 
d2699, , p106, 
d2700, i1519, p1787 p17, 
d2701, i66, p17, g34
d2702, i16, p17, 
d2703, , p32, 
d2704, , , g45
d2705, i2598, p701, g1265
d2707, i2598, p701 p2706, g2600 g1265
d2709, i2598, , g2708 g1265 g838
d2711, i2710, , g312 g60 g1638
d2712, i2710, , g312 g60 g1638
d2713, , , g2154
d2714, , , g121 g1031
d2716, i469, p2715, g20 g1042
d2718, i2717, p356, g1336 g1173
d2719, i2717, p356, g1336 g1173
d2721, i2717, p356, g1336 g2720
d2722, , , g173
d2723, , , g1287 g402 g659
d2724, , p87, 
d2725, i1599, p26 p31, 
d2726, i1599, p26 p31, 
d2727, i1599, p26 p31, 
d2728, i1599, p31, 
d2730, i2729, , g24
d2732, i2729, p2731, 
d2734, i2729, p26 p2733, g2081
d2735, i2729, p26 p2733, g2081
d2736, i2729, p26 p2733, g2081
d2738, i2729, p2737 p26, g2081
d2739, i2729, p2737 p26, g2081
d2741, , p2740, 
d2743, i2742, , 
d2744, , , g921 g1458 g743 g943
d2745, , , g22 g20
d2748, , , g2746 g2747
d2749, , , g609
d2751, , , g2750
d2752, , , g1332
d2754, , , g1792 g573 g2753 g22 g756 g610
d2755, , , g2753 g610
d2756, , , g1354 g1350
d2757, , p82, 
d2758, , , g22
d2759, , , g22
d2760, i65, p761, 
d2761, , , g22 g1243 g1225 g1991
d2763, , , g839 g1173 g263 g2762 g1170
d2765, i554, p279, g2764
d2766, i439, p701, 
d2768, , p161, g95 g429 g498 g2767 g432 g22 g566 g430 g775 g312
d2770, , p2769, 
d2771, , p8, g79
d2772, i175, , g1792 g444 g52 g445 g3 g602 g79 g158 g199
d2773, , p244 p701, g602 g24 g79
d2774, i175, p244 p279, g24 g79
d2775, , p8, g1792 g1024 g210
d2777, i2776, p87, 
d2778, , , g551 g599
d2781, , , g54 g2154 g2779 g609 g2780
d2782, , , g2154 g54 g158
d2783, , , g2154 g54 g158
d2784, , , g2154 g54
d2785, , , g1031
d2786, , , g2611
d2790, , , g2787 g395 g2788 g2789
d2791, , , g1930 g38
d2792, , p77 p82, 
d2793, i182, , 
d2794, , , g132 g551
d2795, , , g132 g551
d2796, , , g446
d2797, , , g395
d2798, i579, p87, 
d2799, , , g1833
d2800, , p161, g395
